n,p,density,reciprocity,seeds,rounds_per_seed,median_realized_compression,p10_realized_compression,median_worst_saving,p10_worst_saving,mean_excluded_latency_rounds,p95_excluded_latency_rounds,abort_rate,exclusion_round_fraction,unsettled_fraction
15,1,0.5,0.7,200,10,0.8365,0.8223,0.2178,0.0432,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,0.5,0.8,200,10,0.8519,0.8391,0.2755,0.1280,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,0.5,0.9,200,10,0.8657,0.8532,0.3275,0.1979,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,0.5,1,200,10,0.8788,0.8684,0.3758,0.2651,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,0.1,0.8,200,10,0.7120,0.6732,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,0.2,0.8,200,10,0.7737,0.7547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,0.3,0.8,200,10,0.8120,0.7920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,0.4,0.8,200,10,0.8345,0.8206,0.1563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,0.6,0.8,200,10,0.8640,0.8532,0.3304,0.2009,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,0.7,0.8,200,10,0.8739,0.8620,0.3720,0.2725,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,0.8,0.8,200,10,0.8828,0.8728,0.4240,0.3160,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,0.9,0.8,200,10,0.8889,0.8798,0.4477,0.3502,0.0000,0.0000,0.0000,0.0000,0.0000
15,1,1,0.8,200,10,0.8940,0.8849,0.4689,0.3939,0.0000,0.0000,0.0000,0.0000,0.0000
15,0.97,0.5,0,200,10,0.6778,0.6434,0.0000,0.0000,1.1826,2.0000,0.1260,0.2689,0.0267
15,0.97,0.5,0.1,200,10,0.7097,0.6798,0.0000,0.0000,1.1305,2.0000,0.1060,0.2696,0.0195
15,0.97,0.5,0.2,200,10,0.7492,0.7162,0.0000,0.0000,1.1718,2.0000,0.1240,0.2666,0.0149
15,0.97,0.5,0.3,200,10,0.7727,0.7478,0.0422,0.0000,1.1989,2.0000,0.1260,0.2700,0.0198
15,0.97,0.5,0.4,200,10,0.7947,0.7718,0.0956,0.0000,1.1948,2.0000,0.1275,0.2630,0.0211
15,0.97,0.5,0.5,200,10,0.8145,0.7907,0.1491,0.0000,1.1692,2.0000,0.1275,0.2711,0.0230
15,0.97,0.5,0.6,200,10,0.8329,0.8131,0.1874,0.0128,1.1952,2.0000,0.1290,0.2750,0.0187
15,0.97,0.5,0.7,200,10,0.8480,0.8299,0.2357,0.1084,1.1750,2.0000,0.1140,0.2980,0.0168
15,0.97,0.5,0.8,200,10,0.8634,0.8460,0.3074,0.1515,1.1810,2.0000,0.1290,0.2951,0.0230
15,0.97,0.5,0.9,200,10,0.8766,0.8610,0.3400,0.2123,1.1861,2.0000,0.1250,0.2617,0.0237
15,0.97,0.5,1,200,10,0.8873,0.8726,0.4059,0.2583,1.1524,2.0000,0.1160,0.2760,0.0173
15,0.97,0.1,0.8,200,10,0.7305,0.6834,0.0000,0.0000,1.2080,2.0000,0.0885,0.2468,0.0224
15,0.97,0.2,0.8,200,10,0.7872,0.7629,0.0000,0.0000,1.1853,2.0000,0.1140,0.2681,0.0150
15,0.97,0.3,0.8,200,10,0.8245,0.8039,0.0288,0.0000,1.1378,2.0000,0.1220,0.2733,0.0161
15,0.97,0.4,0.8,200,10,0.8458,0.8293,0.2220,0.0000,1.1491,2.0000,0.1295,0.2786,0.0252
15,0.97,0.6,0.8,200,10,0.8737,0.8605,0.3575,0.2356,1.1405,2.0000,0.1175,0.2765,0.0201
15,0.97,0.7,0.8,200,10,0.8822,0.8703,0.3996,0.2847,1.1276,2.0000,0.1135,0.2606,0.0148
15,0.97,0.8,0.8,200,10,0.8897,0.8778,0.4309,0.3374,1.1870,2.0000,0.1175,0.2771,0.0172
15,0.97,0.9,0.8,200,10,0.8962,0.8847,0.4638,0.3702,1.1767,2.0000,0.1260,0.2626,0.0228
15,0.97,1,0.8,200,10,0.9030,0.8902,0.4903,0.4062,1.1620,2.0000,0.1365,0.2866,0.0225
15,0.95,0.5,0,200,10,0.7043,0.6639,0.0000,0.0000,1.3818,3.0000,0.2570,0.3654,0.0488
15,0.95,0.5,0.1,200,10,0.7421,0.7031,0.0000,0.0000,1.3965,3.0000,0.2730,0.3728,0.0443
15,0.95,0.5,0.2,200,10,0.7703,0.7385,0.0539,0.0000,1.3680,3.0000,0.2705,0.3516,0.0433
15,0.95,0.5,0.3,200,10,0.7923,0.7580,0.1047,0.0000,1.3204,3.0000,0.2565,0.3578,0.0508
15,0.95,0.5,0.4,200,10,0.8146,0.7885,0.1326,0.0000,1.3737,3.0000,0.2770,0.3396,0.0398
15,0.95,0.5,0.5,200,10,0.8308,0.8051,0.1889,0.0124,1.4149,3.0000,0.2600,0.3574,0.0441
15,0.95,0.5,0.6,200,10,0.8466,0.8211,0.2215,0.0421,1.3437,3.0000,0.2670,0.3820,0.0443
15,0.95,0.5,0.7,200,10,0.8640,0.8387,0.2855,0.1418,1.3901,3.0000,0.2620,0.3957,0.0491
15,0.95,0.5,0.8,200,10,0.8752,0.8532,0.3373,0.1553,1.4019,3.0000,0.2685,0.3746,0.0418
15,0.95,0.5,0.9,200,10,0.8890,0.8679,0.3778,0.2430,1.3883,3.0000,0.2645,0.3657,0.0413
15,0.95,0.5,1,200,10,0.8965,0.8815,0.4203,0.3134,1.4419,3.0000,0.2690,0.3782,0.0489
15,0.95,0.1,0.8,200,10,0.7350,0.6930,0.0000,0.0000,1.3327,3.0000,0.1980,0.3410,0.0402
15,0.95,0.2,0.8,200,10,0.8061,0.7748,0.0000,0.0000,1.4097,3.0000,0.2515,0.3761,0.0490
15,0.95,0.3,0.8,200,10,0.8417,0.8162,0.1014,0.0000,1.4335,3.0000,0.2735,0.3703,0.0431
15,0.95,0.4,0.8,200,10,0.8605,0.8374,0.2222,0.0648,1.3781,3.0000,0.2615,0.3636,0.0571
15,0.95,0.6,0.8,200,10,0.8869,0.8664,0.3760,0.2688,1.4325,3.0000,0.2735,0.3950,0.0483
15,0.95,0.7,0.8,200,10,0.8941,0.8771,0.4314,0.2985,1.3740,3.0000,0.2780,0.3670,0.0489
15,0.95,0.8,0.8,200,10,0.9003,0.8854,0.4714,0.3556,1.3690,3.0000,0.2610,0.3627,0.0489
15,0.95,0.9,0.8,200,10,0.9054,0.8915,0.4943,0.3986,1.4562,3.0000,0.2700,0.3671,0.0415
15,0.95,1,0.8,200,10,0.9107,0.8963,0.5105,0.4216,1.3341,3.0000,0.2725,0.3526,0.0499
15,0.9,0.5,0,200,10,0.7807,0.7174,0.0975,0.0000,2.1584,5.0000,0.6025,0.5057,0.1830
15,0.9,0.5,0.1,200,10,0.7955,0.7456,0.1132,0.0000,2.1045,5.0000,0.5685,0.4670,0.1511
15,0.9,0.5,0.2,200,10,0.8194,0.7638,0.1754,0.0000,2.1356,5.0000,0.6000,0.4738,0.1958
15,0.9,0.5,0.3,200,10,0.8470,0.8015,0.2423,0.0311,2.2303,5.0000,0.6105,0.5109,0.1830
15,0.9,0.5,0.4,200,10,0.8554,0.8151,0.2824,0.0544,2.1782,5.0000,0.5980,0.4726,0.1776
15,0.9,0.5,0.5,200,10,0.8666,0.8285,0.3167,0.1211,2.2096,5.0000,0.5935,0.4859,0.1914
15,0.9,0.5,0.6,200,10,0.8844,0.8458,0.3658,0.1526,2.1522,5.0000,0.5820,0.5060,0.1706
15,0.9,0.5,0.7,200,10,0.8917,0.8626,0.3825,0.1842,2.0780,5.0000,0.5860,0.4976,0.1913
15,0.9,0.5,0.8,200,10,0.9048,0.8776,0.4615,0.2629,2.1370,5.0000,0.5850,0.4976,0.1748
15,0.9,0.5,0.9,200,10,0.9129,0.8885,0.5030,0.3115,2.1380,5.0000,0.6040,0.4760,0.2048
15,0.9,0.5,1,200,10,0.9211,0.8982,0.5381,0.3785,2.0806,5.0000,0.5965,0.5031,0.1909
15,0.9,0.1,0.8,200,10,0.7872,0.7187,0.0000,0.0000,2.1571,5.0000,0.5200,0.4688,0.1619
15,0.9,0.2,0.8,200,10,0.8471,0.8055,0.1532,0.0000,2.1423,5.0000,0.5660,0.4804,0.1514
15,0.9,0.3,0.8,200,10,0.8752,0.8414,0.2917,0.0000,2.1055,5.0000,0.5790,0.4976,0.1608
15,0.9,0.4,0.8,200,10,0.8865,0.8594,0.3841,0.1002,2.1221,5.0000,0.5900,0.5024,0.1802
15,0.9,0.6,0.8,200,10,0.9111,0.8886,0.5027,0.2839,2.2133,5.0000,0.5955,0.4907,0.1812
15,0.9,0.7,0.8,200,10,0.9207,0.8989,0.5206,0.3885,2.1873,5.0000,0.6105,0.4904,0.1900
15,0.9,0.8,0.8,200,10,0.9235,0.9024,0.5548,0.3833,2.1638,5.0000,0.6120,0.4755,0.1871
15,0.9,0.9,0.8,200,10,0.9280,0.9093,0.5943,0.4690,2.1997,5.0000,0.6020,0.4698,0.1745
15,0.9,1,0.8,200,10,0.9283,0.9129,0.5833,0.4682,2.1217,5.0000,0.5820,0.4988,0.1869
15,0.8,0.5,0,200,10,0.8281,0.7012,0.3617,0.0516,3.4555,8.0000,0.8935,0.6901,0.6666
15,0.8,0.5,0.1,200,10,0.8464,0.7544,0.4352,0.0853,3.2818,7.0000,0.8830,0.6709,0.6267
15,0.8,0.5,0.2,200,10,0.8576,0.7370,0.4119,0.1127,3.1732,7.0000,0.8895,0.6697,0.6741
15,0.8,0.5,0.3,200,10,0.8691,0.7635,0.4899,0.1860,3.1960,7.0000,0.8915,0.6590,0.6740
15,0.8,0.5,0.4,200,10,0.8910,0.8086,0.5262,0.2395,3.2987,7.0000,0.8940,0.6651,0.6666
15,0.8,0.5,0.5,200,10,0.8955,0.8537,0.5672,0.2421,3.1923,7.0000,0.8835,0.6781,0.6342
15,0.8,0.5,0.6,200,10,0.9076,0.8434,0.6177,0.2630,3.4285,8.0000,0.8955,0.6699,0.6644
15,0.8,0.5,0.7,200,10,0.9201,0.8719,0.6459,0.4333,3.3439,8.0000,0.9015,0.6802,0.6716
15,0.8,0.5,0.8,200,10,0.9217,0.8764,0.6515,0.4473,3.3219,8.0000,0.8950,0.7333,0.6802
15,0.8,0.5,0.9,200,10,0.9329,0.8885,0.7112,0.4451,3.4162,7.0000,0.8930,0.6589,0.6433
15,0.8,0.5,1,200,10,0.9410,0.8978,0.7341,0.5094,3.3645,7.0000,0.8955,0.6507,0.6482
15,0.8,0.1,0.8,200,10,0.8251,0.7108,0.3287,0.0000,3.2301,7.0000,0.8530,0.6701,0.6281
15,0.8,0.2,0.8,200,10,0.8738,0.7631,0.4569,0.1470,3.3137,7.0000,0.8950,0.7429,0.7015
15,0.8,0.3,0.8,200,10,0.9071,0.8295,0.5920,0.1984,3.3677,7.0000,0.8890,0.6441,0.6497
15,0.8,0.4,0.8,200,10,0.9140,0.8656,0.6157,0.2858,3.3808,8.0000,0.8815,0.6540,0.6260
15,0.8,0.6,0.8,200,10,0.9280,0.8884,0.6789,0.4687,3.3532,8.0000,0.8745,0.6813,0.6052
15,0.8,0.7,0.8,200,10,0.9384,0.9029,0.7131,0.5032,3.2222,7.0000,0.8925,0.6791,0.6637
15,0.8,0.8,0.8,200,10,0.9422,0.9012,0.7447,0.5321,3.4169,8.0000,0.8895,0.6516,0.6331
15,0.8,0.9,0.8,200,10,0.9431,0.9097,0.7635,0.5474,3.4707,8.0000,0.9035,0.6425,0.6802
15,0.8,1,0.8,200,10,0.9473,0.9126,0.7392,0.5992,3.2511,7.0000,0.8925,0.6140,0.6592
30,1,0.5,0,200,10,0.7589,0.7458,0.0862,0.0085,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.5,0.1,200,10,0.7871,0.7733,0.1307,0.0541,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.5,0.2,200,10,0.8087,0.7985,0.1716,0.0787,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.5,0.3,200,10,0.8289,0.8181,0.2062,0.1206,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.5,0.4,200,10,0.8461,0.8365,0.2557,0.1541,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.5,0.5,200,10,0.8621,0.8520,0.2958,0.2098,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.5,0.6,200,10,0.8742,0.8666,0.3458,0.2472,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.5,0.7,200,10,0.8863,0.8798,0.3866,0.2808,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.5,0.8,200,10,0.8971,0.8900,0.4217,0.3260,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.5,0.9,200,10,0.9065,0.9013,0.4746,0.3988,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.5,1,200,10,0.9150,0.9098,0.5210,0.4398,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.1,0.8,200,10,0.7804,0.7652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.2,0.8,200,10,0.8397,0.8300,0.0493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.3,0.8,200,10,0.8667,0.8582,0.2768,0.1491,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.4,0.8,200,10,0.8849,0.8783,0.3715,0.2611,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.6,0.8,200,10,0.9055,0.9005,0.4796,0.4041,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.7,0.8,200,10,0.9117,0.9082,0.5105,0.4353,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.8,0.8,200,10,0.9184,0.9145,0.5421,0.4787,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,0.9,0.8,200,10,0.9230,0.9185,0.5621,0.4976,0.0000,0.0000,0.0000,0.0000,0.0000
30,1,1,0.8,200,10,0.9268,0.9227,0.5861,0.5253,0.0000,0.0000,0.0000,0.0000,0.0000
30,0.97,0.5,0,200,10,0.8048,0.7725,0.1423,0.0491,1.5468,3.0000,0.3520,0.3927,0.0588
30,0.97,0.5,0.1,200,10,0.8245,0.8000,0.1833,0.0815,1.4100,3.0000,0.3430,0.3699,0.0652
30,0.97,0.5,0.2,200,10,0.8455,0.8239,0.2277,0.1207,1.4280,3.0000,0.3420,0.3640,0.0590
30,0.97,0.5,0.3,200,10,0.8618,0.8383,0.2664,0.1658,1.4775,3.0000,0.3480,0.3750,0.0617
30,0.97,0.5,0.4,200,10,0.8748,0.8543,0.2920,0.1797,1.4701,3.0000,0.3295,0.3937,0.0638
30,0.97,0.5,0.5,200,10,0.8888,0.8715,0.3680,0.2511,1.5303,3.0000,0.3490,0.3925,0.0572
30,0.97,0.5,0.6,200,10,0.8974,0.8826,0.4058,0.2990,1.4430,3.0000,0.3365,0.3768,0.0648
30,0.97,0.5,0.7,200,10,0.9069,0.8943,0.4301,0.3354,1.4641,3.0000,0.3360,0.3976,0.0542
30,0.97,0.5,0.8,200,10,0.9147,0.9037,0.4841,0.3859,1.4801,3.0000,0.3455,0.3835,0.0685
30,0.97,0.5,0.9,200,10,0.9240,0.9131,0.5218,0.4182,1.5277,3.0000,0.3485,0.4083,0.0640
30,0.97,0.5,1,200,10,0.9307,0.9196,0.5544,0.4642,1.4490,3.0000,0.3470,0.3836,0.0635
30,0.97,0.1,0.8,200,10,0.8176,0.7893,0.0000,0.0000,1.4057,3.0000,0.3335,0.3841,0.0667
30,0.97,0.2,0.8,200,10,0.8706,0.8493,0.1708,0.0000,1.4523,3.0000,0.3500,0.3662,0.0585
30,0.97,0.3,0.8,200,10,0.8924,0.8756,0.3479,0.2111,1.5047,3.0000,0.3545,0.4043,0.0616
30,0.97,0.4,0.8,200,10,0.9076,0.8935,0.4393,0.3206,1.4962,3.0000,0.3605,0.3839,0.0547
30,0.97,0.6,0.8,200,10,0.9228,0.9123,0.5223,0.4302,1.5036,3.0000,0.3420,0.3944,0.0476
30,0.97,0.7,0.8,200,10,0.9299,0.9196,0.5604,0.4595,1.4363,3.0000,0.3465,0.3894,0.0622
30,0.97,0.8,0.8,200,10,0.9346,0.9237,0.5754,0.4997,1.4990,3.0000,0.3565,0.3574,0.0643
30,0.97,0.9,0.8,200,10,0.9383,0.9274,0.6044,0.5200,1.5044,3.0000,0.3450,0.3679,0.0579
30,0.97,1,0.8,200,10,0.9415,0.9323,0.6225,0.5492,1.5102,3.0000,0.3675,0.3747,0.0544
30,0.95,0.5,0,200,10,0.8402,0.7996,0.2133,0.0815,2.0308,5.0000,0.5730,0.4672,0.1491
30,0.95,0.5,0.1,200,10,0.8593,0.8247,0.2515,0.1278,2.1252,5.0000,0.5880,0.4515,0.1513
30,0.95,0.5,0.2,200,10,0.8747,0.8433,0.2974,0.1701,2.0564,5.0000,0.5810,0.4451,0.1466
30,0.95,0.5,0.3,200,10,0.8875,0.8614,0.3526,0.2205,2.0222,5.0000,0.6110,0.4653,0.1896
30,0.95,0.5,0.4,200,10,0.8998,0.8734,0.4069,0.2638,2.0883,5.0000,0.6005,0.4681,0.1598
30,0.95,0.5,0.5,200,10,0.9106,0.8908,0.4327,0.2801,2.1206,5.0000,0.6115,0.4556,0.1755
30,0.95,0.5,0.6,200,10,0.9187,0.8954,0.4746,0.3513,2.0983,5.0000,0.6005,0.4881,0.1692
30,0.95,0.5,0.7,200,10,0.9248,0.9051,0.5160,0.3970,2.0359,5.0000,0.6040,0.4697,0.1846
30,0.95,0.5,0.8,200,10,0.9342,0.9152,0.5489,0.4205,2.0683,5.0000,0.5890,0.4550,0.1460
30,0.95,0.5,0.9,200,10,0.9398,0.9215,0.5833,0.4599,2.0289,5.0000,0.6120,0.4755,0.2015
30,0.95,0.5,1,200,10,0.9440,0.9309,0.6176,0.5104,2.0617,5.0000,0.6070,0.4796,0.1815
30,0.95,0.1,0.8,200,10,0.8494,0.8151,0.0000,0.0000,2.0924,5.0000,0.5885,0.4727,0.1693
30,0.95,0.2,0.8,200,10,0.8923,0.8647,0.3130,0.0000,2.0810,5.0000,0.6050,0.4557,0.1824
30,0.95,0.3,0.8,200,10,0.9132,0.8907,0.4365,0.2572,2.1316,5.0000,0.5910,0.3985,0.1475
30,0.95,0.4,0.8,200,10,0.9258,0.9036,0.5102,0.3527,2.1029,5.0000,0.6235,0.4369,0.1894
30,0.95,0.6,0.8,200,10,0.9388,0.9230,0.5974,0.4811,2.0355,5.0000,0.6080,0.4770,0.1852
30,0.95,0.7,0.8,200,10,0.9416,0.9282,0.6199,0.5055,2.0904,5.0000,0.6115,0.4620,0.1837
30,0.95,0.8,0.8,200,10,0.9454,0.9319,0.6274,0.5468,2.0658,5.0000,0.5870,0.4564,0.1527
30,0.95,0.9,0.8,200,10,0.9501,0.9376,0.6433,0.5624,2.0717,5.0000,0.5995,0.4819,0.1457
30,0.95,1,0.8,200,10,0.9520,0.9400,0.6716,0.5728,2.2047,5.0000,0.6240,0.4947,0.1928
30,0.9,0.5,0,200,10,0.8801,0.8137,0.4850,0.1983,3.1809,7.0000,0.9050,0.5895,0.6546
30,0.9,0.5,0.1,200,10,0.8927,0.8401,0.5008,0.2567,3.1016,7.0000,0.8940,0.5189,0.6097
30,0.9,0.5,0.2,200,10,0.9042,0.8433,0.5474,0.3035,3.2451,7.0000,0.8925,0.5953,0.6088
30,0.9,0.5,0.3,200,10,0.9151,0.8684,0.5631,0.3095,3.3355,8.0000,0.8915,0.5945,0.6018
30,0.9,0.5,0.4,200,10,0.9234,0.8878,0.6214,0.3912,3.3351,7.0000,0.9045,0.6283,0.6389
30,0.9,0.5,0.5,200,10,0.9309,0.8878,0.6314,0.4003,3.1893,7.0000,0.8915,0.5392,0.6078
30,0.9,0.5,0.6,200,10,0.9406,0.9092,0.6787,0.4521,3.2298,7.0000,0.8895,0.5837,0.5855
30,0.9,0.5,0.7,200,10,0.9415,0.9112,0.7001,0.4809,3.2046,7.0000,0.8990,0.5545,0.6299
30,0.9,0.5,0.8,200,10,0.9505,0.9234,0.7571,0.5123,3.2702,7.0000,0.9030,0.5412,0.6211
30,0.9,0.5,0.9,200,10,0.9532,0.9245,0.7484,0.5619,3.1455,7.0000,0.8940,0.5472,0.6213
30,0.9,0.5,1,200,10,0.9591,0.9348,0.7935,0.6330,3.3167,7.0000,0.9165,0.5269,0.6589
30,0.9,0.1,0.8,200,10,0.8890,0.8428,0.4508,0.0428,3.2770,7.0000,0.8995,0.5075,0.6115
30,0.9,0.2,0.8,200,10,0.9179,0.8625,0.5549,0.2548,2.9918,7.0000,0.8945,0.5213,0.6349
30,0.9,0.3,0.8,200,10,0.9365,0.8813,0.6745,0.4299,3.4559,8.0000,0.9115,0.5876,0.6454
30,0.9,0.4,0.8,200,10,0.9427,0.9098,0.6879,0.4563,3.1862,7.0000,0.8965,0.5797,0.6173
30,0.9,0.6,0.8,200,10,0.9547,0.9220,0.7514,0.5691,3.2453,7.0000,0.9080,0.6304,0.6443
30,0.9,0.7,0.8,200,10,0.9569,0.9314,0.7737,0.6322,3.0117,7.0000,0.8955,0.6411,0.6266
30,0.9,0.8,0.8,200,10,0.9615,0.9430,0.7958,0.6515,3.3740,7.0000,0.8990,0.5347,0.5837
30,0.9,0.9,0.8,200,10,0.9633,0.9440,0.7995,0.6429,3.3451,7.0000,0.8955,0.5502,0.5968
30,0.9,1,0.8,200,10,0.9641,0.9419,0.8137,0.6483,3.2270,7.0000,0.8975,0.5902,0.6161
30,0.8,0.5,0,200,10,0.8974,0.8390,0.6390,0.4334,3.7194,8.0000,0.9945,0.8182,0.9762
30,0.8,0.5,0.1,200,10,0.9010,0.8074,0.5723,0.3178,2.6460,6.0000,0.9960,0.8750,0.9884
30,0.8,0.5,0.2,200,10,0.8996,0.7507,0.6373,0.2213,3.8648,8.0000,0.9955,1.0000,0.9887
30,0.8,0.5,0.3,200,10,0.9281,0.8612,0.6294,0.5381,3.9326,8.0000,0.9960,0.7500,0.9826
30,0.8,0.5,0.4,200,10,0.9373,0.9110,0.7260,0.5927,3.6458,7.0000,0.9955,0.6667,0.9782
30,0.8,0.5,0.5,200,10,0.8962,0.8588,0.5814,0.4301,3.7539,8.0000,0.9960,0.7500,0.9871
30,0.8,0.5,0.6,200,10,0.9157,0.8646,0.6856,0.4290,3.1062,7.0000,0.9945,0.5455,0.9860
30,0.8,0.5,0.7,200,10,0.9402,0.8940,0.7859,0.4466,3.8395,8.0000,0.9925,0.8667,0.9723
30,0.8,0.5,0.8,200,10,0.9399,0.8496,0.7427,0.4392,3.7311,8.0000,0.9955,0.8889,0.9858
30,0.8,0.5,0.9,200,10,0.9536,0.9118,0.8250,0.6573,3.6735,8.0000,0.9930,0.9286,0.9787
30,0.8,0.5,1,200,10,0.9650,0.9003,0.8170,0.4995,4.2799,8.0000,0.9960,1.0000,0.9895
30,0.8,0.1,0.8,200,10,0.8580,0.6608,0.4115,0.0000,3.4624,8.0000,0.9900,0.8000,0.9718
30,0.8,0.2,0.8,200,10,0.9329,0.7869,0.6998,0.3608,3.6337,8.0000,0.9920,0.6875,0.9660
30,0.8,0.3,0.8,200,10,0.9449,0.9108,0.7368,0.5154,3.7411,7.0000,0.9950,0.7000,0.9783
30,0.8,0.4,0.8,200,10,0.9471,0.8986,0.7437,0.5748,3.6441,8.0000,0.9910,0.8333,0.9691
30,0.8,0.6,0.8,200,10,0.9613,0.9140,0.8257,0.6618,4.1397,8.0000,0.9945,1.0000,0.9776
30,0.8,0.7,0.8,200,10,0.9605,0.9226,0.8311,0.7089,3.9788,8.0000,0.9890,0.8636,0.9562
30,0.8,0.8,0.8,200,10,0.9633,0.9464,0.8349,0.7519,3.7249,8.0000,0.9940,0.8333,0.9778
30,0.8,0.9,0.8,200,10,0.9631,0.9404,0.8419,0.7438,3.5434,7.0000,0.9940,0.7500,0.9768
30,0.8,1,0.8,200,10,0.9680,0.9132,0.8443,0.6280,3.7814,7.0000,0.9940,0.7500,0.9770
50,1,0.5,0,200,10,0.8143,0.8048,0.1901,0.1101,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.5,0.1,200,10,0.8355,0.8277,0.2288,0.1471,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.5,0.2,200,10,0.8526,0.8464,0.2717,0.2066,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.5,0.3,200,10,0.8687,0.8622,0.3164,0.2389,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.5,0.4,200,10,0.8811,0.8762,0.3612,0.2860,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.5,0.5,200,10,0.8934,0.8890,0.4069,0.3359,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.5,0.6,200,10,0.9028,0.8980,0.4437,0.3549,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.5,0.7,200,10,0.9124,0.9083,0.4827,0.4142,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.5,0.8,200,10,0.9205,0.9173,0.5186,0.4463,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.5,0.9,200,10,0.9282,0.9250,0.5597,0.5018,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.5,1,200,10,0.9348,0.9318,0.5907,0.5253,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.1,0.8,200,10,0.8258,0.8178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.2,0.8,200,10,0.8754,0.8688,0.2733,0.1409,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.3,0.8,200,10,0.8970,0.8921,0.4081,0.3126,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.4,0.8,200,10,0.9105,0.9072,0.4693,0.4053,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.6,0.8,200,10,0.9274,0.9238,0.5611,0.4902,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.7,0.8,200,10,0.9326,0.9292,0.5819,0.5219,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.8,0.8,200,10,0.9369,0.9340,0.6142,0.5591,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,0.9,0.8,200,10,0.9402,0.9377,0.6340,0.5884,0.0000,0.0000,0.0000,0.0000,0.0000
50,1,1,0.8,200,10,0.9434,0.9405,0.6509,0.6021,0.0000,0.0000,0.0000,0.0000,0.0000
50,0.97,0.5,0,200,10,0.8792,0.8514,0.2995,0.1783,2.0533,5.0000,0.5895,0.4409,0.1390
50,0.97,0.5,0.1,200,10,0.8907,0.8644,0.3305,0.2155,1.9757,5.0000,0.5930,0.4742,0.1733
50,0.97,0.5,0.2,200,10,0.9034,0.8778,0.3667,0.2573,2.1661,5.0000,0.6090,0.4476,0.1696
50,0.97,0.5,0.3,200,10,0.9133,0.8946,0.4329,0.3083,2.0461,5.0000,0.6010,0.4536,0.1521
50,0.97,0.5,0.4,200,10,0.9222,0.9041,0.4666,0.3598,1.9974,5.0000,0.5860,0.4396,0.1397
50,0.97,0.5,0.5,200,10,0.9306,0.9118,0.5157,0.4136,2.1020,5.0000,0.6170,0.4439,0.1821
50,0.97,0.5,0.6,200,10,0.9359,0.9215,0.5493,0.4421,1.9558,5.0000,0.5915,0.4370,0.1531
50,0.97,0.5,0.7,200,10,0.9441,0.9288,0.5797,0.4950,2.1972,5.0000,0.6165,0.4511,0.1725
50,0.97,0.5,0.8,200,10,0.9476,0.9354,0.6194,0.5140,2.0037,5.0000,0.6035,0.4615,0.1664
50,0.97,0.5,0.9,200,10,0.9526,0.9403,0.6294,0.5591,2.1143,5.0000,0.5925,0.4699,0.1438
